Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Return Status
C-10028,Ken Reynat,Home Office,United States,New York City,Pennsylvania,West,OFF-BI-100189,Furniture,Chairs,Prestige Round Ring Binders,1197.38,2,229.07,0,COD,Not Returned
C-10029,Todd Williamson,Corporate,United States,Houston,Texas,South,OFF-BI-100175,Office Supplies,Art,Satellite Sectional Post Binders,364.74,6,25.51,0,Online,Not Returned
C-10030,Patrick Hopkins,Corporate,United States,Houston,Illinois,West,OFF-BI-100077,Technology,Accessories,GBC DocuBind PRO Manual Binding Machine,3208.56,4,422.23,0,Online,Not Returned
C-10031,Patrick Vandezanden,Corporate,United States,Los Angeles,Texas,South,OFF-BI-100008,Furniture,Furnishings,Ibico Ibimaster 300 Manual Binding System,1644.6,5,189.1,0,Cards,Not Returned
C-10032,John Boyes,Consumer,United States,Los Angeles,California,Central,OFF-BI-100183,Technology,Accessories,Avery Hidden Tab Dividers for Binding Systems,377.06,1,32.03,0,Cards,Not Returned
C-10033,Lena Vandezanden,Home Office,United States,Philadelphia,Texas,East,OFF-BI-100186,Office Supplies,Storage,Deluxe Heavy-Duty Vinyl Round Ring Binder,171.96,3,31.66,0,Online,Not Returned
C-10034,Shahid Weiss,Corporate,United States,New York City,Texas,West,OFF-BI-100164,Furniture,Furnishings,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",2311.3,5,410.18,0,Cards,Not Returned
C-10035,Caroline Jumper,Home Office,United States,Houston,Arizona,West,OFF-BI-100028,Office Supplies,Binders,GBC Plastic Binding Combs,47.0,4,8.83,0,Cards,Not Returned
C-10036,Lena Miller,Home Office,United States,Chicago,Illinois,West,OFF-BI-100115,Office Supplies,Art,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",78.01,1,19.38,0,Cards,Not Returned
C-10037,Evan MacAllister,Corporate,United States,San Antonio,Illinois,West,OFF-BI-100050,Technology,Accessories,GBC DocuBind PRO Manual Binding Machine,1068.12,2,190.53,0,COD,Not Returned
C-10038,Frank Shillingburg,Corporate,United States,Houston,New York,South,OFF-BI-100005,Technology,Computers,"Square Ring Data Binders, Rigid 75 Pt, Covers, 11"" x 14-7/8""",234.74,2,19.27,0,Online,Not Returned
C-10039,Shahid Nguyen,Consumer,United States,San Antonio,Arizona,Central,OFF-BI-100012,Furniture,Tables,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",982.36,2,278.21,0,Online,Not Returned
C-10040,Luke Reynat,Home Office,United States,New York City,Pennsylvania,South,OFF-BI-100145,Technology,Computers,Satellite Sectional Post Binders,86.04,2,9.68,0,COD,Not Returned
C-10041,Kunst Boland,Corporate,United States,Houston,Illinois,Central,OFF-BI-100182,Office Supplies,Paper,Avery Hanging File Binders,23.28,1,1.21,0,Cards,Not Returned
C-10042,Nicoma Dana,Consumer,United States,Houston,Illinois,West,OFF-BI-100052,Office Supplies,Labels,GBC DocuBind 300 Electric Binding Machine,72.45,3,13.18,0,COD,Not Returned
C-10043,Giulietta Vandezanden,Corporate,United States,Phoenix,California,South,OFF-BI-100007,Office Supplies,Paper,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",314.35,5,22.97,0,Online,Not Returned
C-10044,Patrick Dana,Corporate,United States,San Diego,California,Central,OFF-BI-100021,Office Supplies,Labels,"Square Ring Data Binders, Rigid 75 Pt, Covers, 11"" x 14-7/8""",245.15,5,29.72,0,Cards,Not Returned
C-10045,John Hooks,Consumer,United States,Phoenix,New York,East,OFF-BI-100181,Furniture,Furnishings,Avery Hidden Tab Dividers for Binding Systems,1736.28,4,198.9,0,Cards,Not Returned
C-10046,Giulietta Kriz,Corporate,United States,Philadelphia,Arizona,East,OFF-BI-100120,Office Supplies,Paper,3M Organizer Strips,15.56,4,3.31,0,Online,Not Returned
C-10047,Ken Miller,Consumer,United States,Philadelphia,California,East,OFF-BI-100077,Office Supplies,Labels,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",84.51,3,13.51,0,Cards,Not Returned
C-10048,Sibella Vandezanden,Corporate,United States,Philadelphia,Texas,West,OFF-BI-100126,Office Supplies,Storage,3M Organizer Strips,93.38,2,16.88,0,Online,Not Returned
C-10049,Lena Kriz,Corporate,United States,Los Angeles,Illinois,East,OFF-BI-100036,Furniture,Furnishings,Ibico Ibimaster 300 Manual Binding System,766.9,2,162.14,0,Online,Not Returned
C-10050,Luke Miller,Corporate,United States,San Antonio,Illinois,Central,OFF-BI-100191,Technology,Accessories,Vinyl Sectional Post Binders,3563.24,4,109.75,0,Cards,Not Returned
C-10051,Scott Shillingburg,Consumer,United States,San Diego,California,South,OFF-BI-100042,Office Supplies,Labels,Tuff Stuff Recycled Round Ring Binders,289.41,3,55.62,1,Online,Returned
C-10052,Bradley Weiss,Corporate,United States,San Diego,Illinois,West,OFF-BI-100046,Office Supplies,Paper,Wilson Jones data warehouse D-Ring Binders with DublLock,223.92,4,39.91,0,Cards,Not Returned
C-10053,Dan Frazer,Corporate,United States,Philadelphia,Pennsylvania,South,OFF-BI-100010,Office Supplies,Labels,SpineVue Locking Slant-D Ring Binders by Cardinal,47.08,2,7.15,0,COD,Not Returned
C-10054,Evan Frazer,Consumer,United States,Los Angeles,California,Central,OFF-BI-100031,Office Supplies,Paper,Vinyl Sectional Post Binders,656.16,8,144.33,0,Online,Not Returned
C-10055,Edward Frazer,Home Office,United States,Houston,Arizona,East,OFF-BI-100144,Furniture,Bookcases,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",942.7,2,177.6,0,Cards,Not Returned
C-10056,Adam Hughsby,Consumer,United States,San Diego,Pennsylvania,East,OFF-BI-100063,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,65.92,4,14.86,0,COD,Not Returned
C-10057,Adam Parks,Consumer,United States,Los Angeles,Illinois,West,OFF-BI-100100,Office Supplies,Binders,Vinyl Sectional Post Binders,182.45,5,34.44,0,Online,Not Returned
C-10058,Luke Johnson,Consumer,United States,Phoenix,Arizona,East,OFF-BI-100116,Office Supplies,Labels,Avery Arch Ring Binders,38.36,4,6.99,0,COD,Not Returned
C-10059,William Reichertbach,Corporate,United States,Chicago,California,East,OFF-BI-100083,Furniture,Furnishings,Canvas Sectional Post Binders,1259.61,3,234.95,0,Cards,Not Returned
C-10060,Giulietta Miller,Consumer,United States,San Antonio,New York,South,OFF-BI-100190,Office Supplies,Binders,GBC DocuBind PRO Manual Binding Machine,10.36,1,0.55,0,COD,Not Returned
C-10061,Patrick Nguyen,Corporate,United States,Houston,California,South,OFF-BI-100022,Office Supplies,Labels,"Square Ring Data Binders, Rigid 75 Pt, Covers, 11"" x 14-7/8""",150.15,3,8.6,0,COD,Not Returned
C-10062,Ben Kriz,Home Office,United States,San Diego,Texas,Central,OFF-BI-100030,Furniture,Tables,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",284.57,1,81.1,0,Cards,Not Returned
C-10063,Evan Hughsby,Corporate,United States,Houston,Texas,South,OFF-BI-100094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,145.08,4,28.51,0,COD,Not Returned
C-10064,Scott Henry,Home Office,United States,San Antonio,Illinois,West,OFF-BI-100108,Office Supplies,Storage,GBC DocuBind PRO Manual Binding Machine,48.75,1,6.87,0,COD,Not Returned
C-10065,Pete Hooks,Home Office,United States,San Diego,Pennsylvania,West,OFF-BI-100131,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,64.8,4,6.69,0,Cards,Not Returned
C-10066,Nicoma Jumper,Consumer,United States,Los Angeles,Illinois,South,OFF-BI-100134,Furniture,Furnishings,Avery Arch Ring Binders,949.08,2,283.61,0,COD,Not Returned
C-10067,Ken Vandezanden,Home Office,United States,Chicago,Pennsylvania,Central,OFF-BI-100076,Technology,Copiers,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",2346.48,3,256.98,0,Online,Not Returned
C-10068,William Williamson,Corporate,United States,Los Angeles,New York,East,OFF-BI-100012,Office Supplies,Storage,Deluxe Heavy-Duty Vinyl Round Ring Binder,19.36,4,1.03,0,Cards,Not Returned
C-10069,Lena Miller,Consumer,United States,Phoenix,Illinois,Central,OFF-BI-100169,Office Supplies,Labels,Canvas Sectional Post Binders,136.32,3,16.03,0,Cards,Not Returned
C-10070,Evan Lee,Consumer,United States,San Diego,California,West,OFF-BI-100029,Furniture,Chairs,Canvas Sectional Post Binders,881.4,3,144.95,0,COD,Not Returned
C-10071,Patrick Nguyen,Corporate,United States,San Diego,Pennsylvania,South,OFF-BI-100080,Office Supplies,Art,Plastic Binding Combs,80.28,3,13.49,0,Cards,Not Returned
C-10072,Sally Boyes,Consumer,United States,Los Angeles,Pennsylvania,Central,OFF-BI-100054,Office Supplies,Paper,GBC Plastic Binding Combs,51.56,2,10.37,0,Cards,Not Returned
C-10073,Lena Hooks,Corporate,United States,Los Angeles,New York,West,OFF-BI-100001,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",32.06,1,3.59,0,Cards,Not Returned
C-10074,Patrick Vandezanden,Home Office,United States,San Diego,Illinois,Central,OFF-BI-100168,Office Supplies,Labels,Canvas Sectional Post Binders,41.25,5,6.07,0,Cards,Not Returned
C-10075,Shahid Boland,Consumer,United States,Chicago,California,East,OFF-BI-100077,Technology,Copiers,GBC DocuBind PRO Manual Binding Machine,479.28,4,22.94,0,Online,Not Returned
C-10076,Dan Hooks,Consumer,United States,San Diego,Pennsylvania,West,OFF-BI-100006,Technology,Computers,Avery Hanging File Binders,136.4,2,4.34,0,Cards,Not Returned
C-10077,Caroline Peis,Corporate,United States,Phoenix,Texas,West,OFF-BI-100048,Office Supplies,Storage,GBC DocuBind PRO Manual Binding Machine,12.17,1,2.49,0,COD,Not Returned
C-10078,Sibella Weiss,Corporate,United States,San Diego,Texas,South,OFF-BI-100039,Office Supplies,Paper,Canvas Sectional Post Binders,44.49,3,8.92,0,Online,Not Returned
C-10079,Kunst Boland,Consumer,United States,San Antonio,New York,Central,OFF-BI-100075,Office Supplies,Paper,Plastic Binding Combs,93.92,4,21.94,0,Online,Not Returned
C-10080,Todd Hughsby,Corporate,United States,San Diego,Pennsylvania,Central,OFF-BI-100106,Furniture,Furnishings,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",2037.54,6,522.68,0,Online,Not Returned
C-10081,Shahid Hopkins,Consumer,United States,San Diego,California,East,OFF-BI-100151,Office Supplies,Storage,Canvas Sectional Post Binders,23.32,2,2.59,0,Cards,Not Returned
C-10082,Frank Reichertbach,Consumer,United States,Phoenix,Pennsylvania,South,OFF-BI-100141,Office Supplies,Art,GBC DocuBind PRO Manual Binding Machine,71.58,2,10.86,0,COD,Not Returned
C-10083,Todd Peis,Home Office,United States,San Antonio,New York,West,OFF-BI-100114,Office Supplies,Art,GBC Personal Velobind Strips,252.88,4,56.37,0,COD,Not Returned
C-10084,Evan Boyes,Home Office,United States,Houston,Arizona,Central,OFF-BI-100112,Office Supplies,Art,Avery Non-Stick Binders,6.04,4,1.4,0,Cards,Not Returned
C-10085,Evan Johnson,Consumer,United States,San Antonio,Texas,Central,OFF-BI-100075,Furniture,Tables,Canvas Sectional Post Binders,1380.12,3,172.84,1,COD,Returned
C-10086,Kunst Peis,Consumer,United States,Los Angeles,Pennsylvania,South,OFF-BI-100176,Furniture,Bookcases,Canvas Sectional Post Binders,778.17,3,172.27,0,Online,Not Returned
C-10087,Evan Peis,Consumer,United States,San Antonio,Texas,Central,OFF-BI-100125,Office Supplies,Storage,Satellite Sectional Post Binders,4.18,2,0.33,0,Online,Not Returned
C-10088,Lena Henry,Home Office,United States,Phoenix,Illinois,West,OFF-BI-100091,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",99.8,2,21.15,0,Online,Not Returned
C-10089,Lena MacAllister,Home Office,United States,Los Angeles,Arizona,West,OFF-BI-100086,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,99.76,2,14.28,0,Online,Not Returned
C-10090,Caroline Martin,Home Office,United States,Philadelphia,New York,Central,OFF-BI-100087,Office Supplies,Art,Prestax Flexible Ring Binders,74.64,4,11.06,0,Online,Not Returned
C-10091,Jamie Baptist,Home Office,United States,San Diego,Texas,East,OFF-BI-100180,Technology,Phones,Wilson Jones data warehouse D-Ring Binders with DublLock,4240.02,6,742.95,0,Online,Not Returned
C-10092,Giulietta Hopkins,Corporate,United States,Los Angeles,California,East,OFF-BI-100143,Furniture,Chairs,Wilson Jones data warehouse D-Ring Binders with DublLock,323.99,1,111.24,0,Online,Not Returned
C-10093,Patrick Hughsby,Home Office,United States,San Diego,Pennsylvania,East,OFF-BI-100181,Office Supplies,Art,SpineVue Locking Slant-D Ring Binders by Cardinal,53.97,3,11.96,0,Online,Not Returned
C-10094,Sally Reichertbach,Consumer,United States,Houston,Texas,South,OFF-BI-100031,Office Supplies,Paper,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",132.54,3,16.38,0,Online,Not Returned
C-10095,Henry Reynat,Home Office,United States,Chicago,New York,Central,OFF-BI-100087,Technology,Copiers,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",750.7,2,118.7,1,COD,Returned
C-10096,Jamie Johnson,Consumer,United States,Houston,California,South,OFF-BI-100161,Furniture,Bookcases,Prestige Round Ring Binders,1124.8,2,344.6,0,Online,Not Returned
C-10097,Christina Braunhardt,Corporate,United States,San Diego,Arizona,Central,OFF-BI-100104,Technology,Copiers,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",2521.23,3,213.84,0,Online,Not Returned
C-10098,Anthony Reichertbach,Corporate,United States,Los Angeles,New York,Central,OFF-BI-100183,Office Supplies,Binders,Prestax Flexible Ring Binders,279.6,5,36.84,0,COD,Not Returned
C-10099,Caroline MacAllister,Consumer,United States,San Antonio,New York,West,OFF-BI-100111,Technology,Computers,Wilson Jones data warehouse D-Ring Binders with DublLock,581.52,2,22.25,0,Cards,Not Returned
C-10100,Edward Reichertbach,Consumer,United States,Phoenix,Pennsylvania,Central,OFF-BI-100107,Technology,Accessories,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",559.62,3,89.43,1,COD,Returned
C-10101,Sibella Parks,Home Office,United States,San Diego,Pennsylvania,West,OFF-BI-100179,Technology,Computers,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",2531.7,2,120.95,0,Cards,Not Returned
C-10102,Sibella Weiss,Consumer,United States,San Antonio,California,Central,OFF-BI-100178,Furniture,Furnishings,Vinyl Sectional Post Binders,2298.38,7,266.76,0,Online,Not Returned
C-10103,Anthony Miller,Consumer,United States,Chicago,Arizona,Central,OFF-BI-100185,Office Supplies,Labels,Canvas Sectional Post Binders,169.0,4,41.11,0,Online,Not Returned
C-10104,Dan Boland,Home Office,United States,Chicago,New York,East,OFF-BI-100133,Office Supplies,Art,Tuff Stuff Recycled Round Ring Binders,30.03,3,3.04,0,Cards,Not Returned
C-10105,Jamie Hopkins,Corporate,United States,Los Angeles,Pennsylvania,East,OFF-BI-100185,Office Supplies,Art,Avery Hidden Tab Dividers for Binding Systems,97.05,3,13.43,0,COD,Not Returned
C-10106,Ken Miller,Home Office,United States,Los Angeles,Texas,Central,OFF-BI-100031,Furniture,Bookcases,Wilson Jones data warehouse D-Ring Binders with DublLock,359.26,2,64.73,0,Cards,Not Returned
C-10107,Bradley Henry,Home Office,United States,Houston,Illinois,Central,OFF-BI-100060,Office Supplies,Art,Prestax Flexible Ring Binders,101.67,3,9.31,0,COD,Not Returned
C-10108,Jamie Weiss,Home Office,United States,Houston,New York,Central,OFF-BI-100182,Furniture,Tables,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",1034.94,3,246.75,0,Cards,Not Returned
C-10109,Janet Braunhardt,Consumer,United States,Chicago,Pennsylvania,South,OFF-BI-100116,Office Supplies,Art,Satellite Sectional Post Binders,2.38,1,0.16,1,COD,Returned
C-10110,Ken Kriz,Home Office,United States,Houston,Texas,East,OFF-BI-100033,Office Supplies,Labels,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",323.45,5,38.8,0,COD,Not Returned
C-10111,Nicoma Reichertbach,Corporate,United States,San Antonio,Illinois,South,OFF-BI-100143,Office Supplies,Storage,GBC Standard Plastic Binding Systems Combs,27.07,1,2.02,0,Cards,Not Returned
C-10112,Christina Braunhardt,Home Office,United States,Chicago,California,West,OFF-BI-100187,Technology,Copiers,Avery Hidden Tab Dividers for Binding Systems,2997.85,5,179.67,0,COD,Not Returned
C-10113,Ken Jumper,Home Office,United States,Houston,Texas,South,OFF-BI-100135,Office Supplies,Storage,Satellite Sectional Post Binders,30.21,3,5.47,0,Online,Not Returned
C-10114,Bradley Johnson,Consumer,United States,Los Angeles,Arizona,South,OFF-BI-100094,Office Supplies,Storage,3M Organizer Strips,82.32,3,5.86,0,Online,Not Returned
C-10115,Sally Frazer,Corporate,United States,Chicago,New York,Central,OFF-BI-100010,Office Supplies,Art,GBC Standard Plastic Binding Systems Combs,182.85,3,20.05,0,COD,Not Returned
C-10116,Thomas Shillingburg,Corporate,United States,Chicago,California,South,OFF-BI-100007,Office Supplies,Labels,Prestax Flexible Ring Binders,101.32,2,18.92,0,Online,Not Returned
C-10117,Giulietta Williamson,Corporate,United States,San Diego,New York,East,OFF-BI-100046,Technology,Computers,Deluxe Heavy-Duty Vinyl Round Ring Binder,317.95,5,57.91,0,Cards,Not Returned
C-10118,Ken Shillingburg,Corporate,United States,Phoenix,Arizona,South,OFF-BI-100106,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",109.56,3,17.75,0,COD,Not Returned
C-10119,Edward Williamson,Home Office,United States,Chicago,Arizona,South,OFF-BI-100033,Office Supplies,Storage,Wilson Jones Century Plastic Molded Ring Binders,26.68,2,1.43,0,COD,Not Returned
C-10120,William Reynat,Corporate,United States,San Antonio,Texas,West,OFF-BI-100022,Office Supplies,Art,Prestax Flexible Ring Binders,120.39,3,20.11,0,COD,Not Returned
C-10121,Sally Peis,Home Office,United States,Los Angeles,California,East,OFF-BI-100188,Office Supplies,Labels,Ibico Ibimaster 300 Manual Binding System,224.67,3,15.26,0,Cards,Not Returned
C-10122,Bradley Weiss,Home Office,United States,Los Angeles,Pennsylvania,East,OFF-BI-100143,Furniture,Bookcases,Avery Arch Ring Binders,1317.12,3,230.12,0,Online,Not Returned
C-10123,Giulietta Hooks,Home Office,United States,Houston,Texas,East,OFF-BI-100145,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,38.29,1,6.63,0,Online,Not Returned
C-10124,Caroline MacAllister,Home Office,United States,Houston,California,South,OFF-BI-100004,Technology,Computers,Ibico Ibimaster 300 Manual Binding System,1162.54,2,139.06,0,Online,Not Returned
C-10125,Anthony Miller,Consumer,United States,San Diego,New York,Central,OFF-BI-100150,Furniture,Furnishings,Wilson Jones data warehouse D-Ring Binders with DublLock,146.98,1,47.32,0,COD,Not Returned
C-10126,Thomas Vandezanden,Home Office,United States,Phoenix,New York,East,OFF-BI-100081,Office Supplies,Storage,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",129.04,2,28.21,0,Online,Not Returned
C-10127,Kunst Henry,Home Office,United States,Los Angeles,California,Central,OFF-BI-100046,Office Supplies,Paper,Ibico Ibimaster 300 Manual Binding System,35.42,2,2.02,0,COD,Not Returned
C-10128,Kunst Reichertbach,Corporate,United States,New York City,Pennsylvania,East,OFF-BI-100083,Office Supplies,Storage,GBC Plastic Binding Combs,255.43,7,22.74,0,COD,Not Returned
C-10129,Henry Hooks,Consumer,United States,Philadelphia,Illinois,South,OFF-BI-100105,Office Supplies,Paper,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",62.24,4,6.73,1,Online,Returned
C-10130,Caroline Boland,Corporate,United States,San Diego,Arizona,South,OFF-BI-100150,Office Supplies,Storage,Avery Non-Stick Binders,179.34,6,40.12,0,Online,Not Returned
C-10131,Dan Murray,Home Office,United States,Los Angeles,Texas,East,OFF-BI-100141,Office Supplies,Labels,Avery Hidden Tab Dividers for Binding Systems,212.72,4,23.76,0,COD,Not Returned
C-10132,Frank Murray,Home Office,United States,Los Angeles,California,West,OFF-BI-100068,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,77.68,4,5.36,0,COD,Not Returned
C-10133,Scott Frazer,Consumer,United States,Houston,California,Central,OFF-BI-100162,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,53.18,2,10.28,0,Cards,Not Returned
C-10134,Caroline Jumper,Corporate,United States,New York City,New York,South,OFF-BI-100142,Furniture,Furnishings,SpineVue Locking Slant-D Ring Binders by Cardinal,1514.8,8,380.06,0,Cards,Not Returned
C-10135,Anthony Nguyen,Corporate,United States,San Diego,Illinois,Central,OFF-BI-100000,Furniture,Tables,Wilson Jones data warehouse D-Ring Binders with DublLock,1297.08,6,386.66,0,Cards,Not Returned
C-10136,Kunst Shillingburg,Home Office,United States,Phoenix,New York,West,OFF-BI-100149,Technology,Computers,Deluxe Heavy-Duty Vinyl Round Ring Binder,1145.84,4,130.57,1,Cards,Returned
C-10137,Thomas Weiss,Consumer,United States,Los Angeles,California,Central,OFF-BI-100022,Office Supplies,Art,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",20.7,3,3.31,0,COD,Not Returned
C-10138,Janet Weiss,Consumer,United States,Phoenix,Pennsylvania,South,OFF-BI-100174,Furniture,Bookcases,Tuff Stuff Recycled Round Ring Binders,1690.32,4,284.84,0,COD,Not Returned
C-10139,Sally Henry,Home Office,United States,San Diego,Arizona,Central,OFF-BI-100087,Furniture,Bookcases,Avery Hanging File Binders,905.78,2,177.57,0,Online,Not Returned
C-10140,Lena Baptist,Home Office,United States,New York City,New York,West,OFF-BI-100155,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",18.94,2,1.69,0,COD,Not Returned
